conversationTitle,tapeNumber,conversationNumber,identifier,startDateTime,endDateTime,startDate,startTime,endDate,endTime,dateCertainty,timeCertainty,participants,description,locationCode,recordingDevice,latitudeEstimated,longitudeEstimated,collection,collectionURL,chronCode,chronRelease,chronReleaseDate,aogpRelease,aogpSegment,digitalAccess,physicalAccess,contactEmail,lastModified
Conversation 934-003,934,3,37-wht-conversation-934-003,1973-06-07T09:02:00-04:00,1973-06-07T09:20:00-04:00,7-Jun-1973,9:02 AM,7-Jun-1973,9:20 AM,certain,estimated,"Nixon, Richard M. (President); Bull, Stephen B.;","On June 7, 1973, President Richard M. Nixon and Stephen B. Bull met in the Oval Office of the White House at an unknown time between 9:02 am and 9:20 am. The Oval Office taping system captured this recording, which is known as Conversation 934-003 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 934-004,934,4,37-wht-conversation-934-004,1973-06-07T09:02:00-04:00,1973-06-07T09:20:00-04:00,7-Jun-1973,9:02 AM,7-Jun-1973,9:20 AM,certain,estimated,"Nixon, Richard M. (President); Bull, Stephen B.;","On June 7, 1973, President Richard M. Nixon and Stephen B. Bull met in the Oval Office of the White House at an unknown time between 9:02 am and 9:20 am. The Oval Office taping system captured this recording, which is known as Conversation 934-004 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 934-005,934,5,37-wht-conversation-934-005,1973-06-07T09:20:00-04:00,1973-06-07T10:04:00-04:00,7-Jun-1973,9:20 AM,7-Jun-1973,10:04 AM,certain,certain,"Nixon, Richard M. (President); Haig, Alexander M., Jr.; [Unknown person(s)];","On June 7, 1973, President Richard M. Nixon, Alexander M. Haig, Jr., and unknown person(s) met in the Oval Office of the White House from 9:20 am to 10:04 am. The Oval Office taping system captured this recording, which is known as Conversation 934-005 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,Abuse of Governmental Power Release,Segment 1; Segment 2; Segment 3,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 934-006,934,6,37-wht-conversation-934-006,1973-06-07T11:19:00-04:00,1973-06-07T11:22:00-04:00,7-Jun-1973,11:19 AM,7-Jun-1973,11:22 AM,certain,estimated,"Nixon, Richard M. (President); [Unknown person(s)];","On June 7, 1973, President Richard M. Nixon and unknown person(s) met in the Oval Office of the White House at an unknown time between 11:19 am and 11:22 am. The Oval Office taping system captured this recording, which is known as Conversation 934-006 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 934-007,934,7,37-wht-conversation-934-007,1973-06-07T11:22:00-04:00,1973-06-07T11:25:00-04:00,7-Jun-1973,11:22 AM,7-Jun-1973,11:25 AM,certain,certain,"Nixon, Richard M. (President); Kelley, Clarence M.; Richardson, Elliot L.;","On June 7, 1973, President Richard M. Nixon, Clarence M. Kelley, and Elliot L. Richardson met in the Oval Office of the White House from 11:22 am to 11:25 am. The Oval Office taping system captured this recording, which is known as Conversation 934-007 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 934-008,934,8,37-wht-conversation-934-008,1973-06-07T11:25:00-04:00,1973-06-07T11:33:00-04:00,7-Jun-1973,11:25 AM,7-Jun-1973,11:33 AM,certain,estimated,"Nixon, Richard M. (President); [Unknown person(s)];","On June 7, 1973, President Richard M. Nixon and unknown person(s) met in the Oval Office of the White House at an unknown time between 11:25 am and 11:33 am. The Oval Office taping system captured this recording, which is known as Conversation 934-008 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 934-009,934,9,37-wht-conversation-934-009,1973-06-07T11:33:00-04:00,1973-06-07T11:33:00-04:00,7-Jun-1973,11:33 AM,7-Jun-1973,11:33 AM,certain,certain,"Nixon, Richard M. (President); [Unknown person(s)];","On June 7, 1973, President Richard M. Nixon and unknown person(s) met in the Oval Office of the White House at 11:33 am. The Oval Office taping system captured this recording, which is known as Conversation 934-009 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 934-010,934,10,37-wht-conversation-934-010,1973-06-07T12:33:00-04:00,1973-06-07T13:26:00-04:00,7-Jun-1973,12:33 PM,7-Jun-1973,1:26 PM,certain,estimated,"Nixon, Richard M. (President); Bull, Stephen B.;","On June 7, 1973, President Richard M. Nixon and Stephen B. Bull met in the Oval Office of the White House at an unknown time between 12:33 pm and 1:26 pm. The Oval Office taping system captured this recording, which is known as Conversation 934-010 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 934-011,934,11,37-wht-conversation-934-011,1973-06-07T12:33:00-04:00,1973-06-07T13:26:00-04:00,7-Jun-1973,12:33 PM,7-Jun-1973,1:26 PM,certain,estimated,"Nixon, Richard M. (President); Haig, Alexander M., Jr.;","On June 7, 1973, President Richard M. Nixon and Alexander M. Haig, Jr. met in the Oval Office of the White House at an unknown time between 12:33 pm and 1:26 pm. The Oval Office taping system captured this recording, which is known as Conversation 934-011 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,Abuse of Governmental Power Release,Segment 1; Segment 2; Segment 3,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 934-012,934,12,37-wht-conversation-934-012,1973-06-07T17:37:00-04:00,1973-06-07T17:52:00-04:00,7-Jun-1973,5:37 PM,7-Jun-1973,5:52 PM,certain,certain,"Nixon, Richard M. (President); Buzhardt, J. Fred, Jr.;","On June 7, 1973, President Richard M. Nixon and J. Fred Buzhardt, Jr. met in the Oval Office of the White House from 5:37 pm to 5:52 pm. The Oval Office taping system captured this recording, which is known as Conversation 934-012 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,Abuse of Governmental Power Release,Segment 0,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 934-013,934,13,37-wht-conversation-934-013,1973-06-07T17:52:00-04:00,1973-06-07T17:55:00-04:00,7-Jun-1973,5:52 PM,7-Jun-1973,5:55 PM,certain,certain,"Nixon, Richard M. (President); Bull, Stephen B.;","On June 7, 1973, President Richard M. Nixon and Stephen B. Bull met in the Oval Office of the White House from 5:52 pm to 5:55 pm. The Oval Office taping system captured this recording, which is known as Conversation 934-013 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 934-014,934,14,37-wht-conversation-934-014,1973-06-07T17:55:00-04:00,1973-06-07T18:04:00-04:00,7-Jun-1973,5:55 PM,7-Jun-1973,6:04 PM,certain,certain,"Nixon, Richard M. (President); Haig, Alexander M., Jr.;","On June 7, 1973, President Richard M. Nixon and Alexander M. Haig, Jr. met in the Oval Office of the White House from 5:55 pm to 6:04 pm. The Oval Office taping system captured this recording, which is known as Conversation 934-014 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,Abuse of Governmental Power Release,Segment 0,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 934-015,934,15,37-wht-conversation-934-015,1973-06-07T18:11:00-04:00,1973-06-07T18:27:00-04:00,7-Jun-1973,6:11 PM,7-Jun-1973,6:27 PM,certain,certain,"Nixon, Richard M. (President); Haig, Alexander M., Jr.;","On June 7, 1973, President Richard M. Nixon and Alexander M. Haig, Jr. met in the Oval Office of the White House from 6:11 pm to 6:27 pm. The Oval Office taping system captured this recording, which is known as Conversation 934-015 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,Abuse of Governmental Power Release,Segment 0,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 934-016,934,16,37-wht-conversation-934-016,1973-06-07T18:27:00-04:00,1973-06-07T18:29:00-04:00,7-Jun-1973,6:27 PM,7-Jun-1973,6:29 PM,certain,estimated,"Nixon, Richard M. (President); Bull, Stephen B.;","On June 7, 1973, President Richard M. Nixon and Stephen B. Bull met in the Oval Office of the White House at an unknown time between 6:27 pm and 6:29 pm. The Oval Office taping system captured this recording, which is known as Conversation 934-016 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 935-001,935,1,37-wht-conversation-935-001,1973-06-11T08:43:00-04:00,1973-06-11T09:05:00-04:00,11-Jun-1973,8:43 AM,11-Jun-1973,9:05 AM,certain,estimated,"Nixon, Richard M. (President); [Unknown person(s)];","On June 11, 1973, President Richard M. Nixon and unknown person(s) met in the Oval Office of the White House at an unknown time between 8:43 am and 9:05 am. The Oval Office taping system captured this recording, which is known as Conversation 935-001 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 935-002,935,2,37-wht-conversation-935-002,1973-06-11T08:43:00-04:00,1973-06-11T09:05:00-04:00,11-Jun-1973,8:43 AM,11-Jun-1973,9:05 AM,certain,estimated,"Nixon, Richard M. (President); [Unknown person(s)];","On June 11, 1973, President Richard M. Nixon and unknown person(s) met in the Oval Office of the White House at an unknown time between 8:43 am and 9:05 am. The Oval Office taping system captured this recording, which is known as Conversation 935-002 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 935-003,935,3,37-wht-conversation-935-003,1973-06-11T08:43:00-04:00,1973-06-11T09:05:00-04:00,11-Jun-1973,8:43 AM,11-Jun-1973,9:05 AM,certain,estimated,"Nixon, Richard M. (President); Yates, Nellie L.;","On June 11, 1973, President Richard M. Nixon and Nellie L. Yates met in the Oval Office of the White House at an unknown time between 8:43 am and 9:05 am. The Oval Office taping system captured this recording, which is known as Conversation 935-003 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 935-004,935,4,37-wht-conversation-935-004,1973-06-11T09:05:00-04:00,1973-06-11T09:45:00-04:00,11-Jun-1973,9:05 AM,11-Jun-1973,9:45 AM,certain,certain,"Nixon, Richard M. (President); Haig, Alexander M., Jr.;","On June 11, 1973, President Richard M. Nixon and Alexander M. Haig, Jr. met in the Oval Office of the White House from 9:05 am to 9:45 am. The Oval Office taping system captured this recording, which is known as Conversation 935-004 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,Abuse of Governmental Power Release,Segment 1; Segment 2,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 935-005,935,5,37-wht-conversation-935-005,1973-06-11T09:45:00-04:00,1973-06-11T09:49:00-04:00,11-Jun-1973,9:45 AM,11-Jun-1973,9:49 AM,certain,estimated,"Nixon, Richard M. (President); [Unknown person(s)];","On June 11, 1973, President Richard M. Nixon and unknown person(s) met in the Oval Office of the White House at an unknown time between 9:45 am and 9:49 am. The Oval Office taping system captured this recording, which is known as Conversation 935-005 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 935-006,935,6,37-wht-conversation-935-006,1973-06-11T09:49:00-04:00,1973-06-11T10:01:00-04:00,11-Jun-1973,9:49 AM,11-Jun-1973,10:01 AM,certain,certain,"Nixon, Richard M. (President); Ziegler, Ronald L.; Haig, Alexander M., Jr.;","On June 11, 1973, President Richard M. Nixon, Ronald L. Ziegler, and Alexander M. Haig, Jr. met in the Oval Office of the White House from 9:49 am to 10:01 am. The Oval Office taping system captured this recording, which is known as Conversation 935-006 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,Abuse of Governmental Power Release,Segment 1; Segment 2,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 935-007,935,7,37-wht-conversation-935-007,1973-06-11T10:01:00-04:00,1973-06-11T12:11:00-04:00,11-Jun-1973,10:01 AM,11-Jun-1973,12:11 PM,certain,certain,"Nixon, Richard M. (President); Haig, Alexander M., Jr.; Connally, John B.; Shultz, George P.; Stein, Herbert; Dunlop, John T.;","On June 11, 1973, President Richard M. Nixon, Alexander M. Haig, Jr., John B. Connally, George P. Shultz, Herbert Stein, and John T. Dunlop met in the Oval Office of the White House from 10:01 am to 12:11 pm. The Oval Office taping system captured this recording, which is known as Conversation 935-007 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,Abuse of Governmental Power Release,Segment 0,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 935-008,935,8,37-wht-conversation-935-008,1973-06-11T12:11:00-04:00,1973-06-11T12:15:00-04:00,11-Jun-1973,12:11 PM,11-Jun-1973,12:15 PM,certain,estimated,"Nixon, Richard M. (President); [Unknown person(s)];","On June 11, 1973, President Richard M. Nixon and unknown person(s) met in the Oval Office of the White House at an unknown time between 12:11 pm and 12:15 pm. The Oval Office taping system captured this recording, which is known as Conversation 935-008 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 935-009,935,9,37-wht-conversation-935-009,1973-06-11T12:11:00-04:00,1973-06-11T12:15:00-04:00,11-Jun-1973,12:11 PM,11-Jun-1973,12:15 PM,certain,estimated,"Nixon, Richard M. (President); [Unknown person(s)];","On June 11, 1973, President Richard M. Nixon and unknown person(s) met in the Oval Office of the White House at an unknown time between 12:11 pm and 12:15 pm. The Oval Office taping system captured this recording, which is known as Conversation 935-009 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 935-010,935,10,37-wht-conversation-935-010,1973-06-11T12:15:00-04:00,1973-06-11T12:17:00-04:00,11-Jun-1973,12:15 PM,11-Jun-1973,12:17 PM,certain,certain,"Nixon, Richard M. (President); Bull, Stephen B.;","On June 11, 1973, President Richard M. Nixon and Stephen B. Bull met in the Oval Office of the White House from 12:15 pm to 12:17 pm. The Oval Office taping system captured this recording, which is known as Conversation 935-010 of the White House Tapes.",OVAL,Oval Office,38.8974,-77.0374,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
